id	type	chr	start	end	wilcoxon.p.value	hyper.	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir
nt_376	vistaEnhancers	chr18	53089626	53091079	0.0221875038856441	TRUE	0.428585898833655	0.92	0.84	2.16574927536064	0.366091433150604	12.8468735782873	q21.2	FALSE	MIR4529	53146452	+	-55372	NA	NA	NA
nt_528	vistaEnhancers	chr18	72507963	72510295	0.00454178085570983	TRUE	0.0072207744666475	0.62	0.28	4.11158337451649	1.33503608918991	13.9821526164324	q22.3	FALSE	ZNF407	72342923	+	165039	NA	NA	NA
nt_587	vistaEnhancers	chr19	30379566	30380645	0.577983934391815	FALSE	1	0	0	0	0	Inf	q12	FALSE	URI1	30414551	+	-33905	NA	NA	NA
nt_870	vistaEnhancers	chr19	32208759	32209473	0.0228517846472588	FALSE	0.412887709241172	0.88	0.96	0.309484723896834	0.00638594156875858	2.78682446755112	q12	FALSE	THEG5	32079095	+	129663	NA	NA	NA
nt_1205	vistaEnhancers	chr20	21488552	21490021	5.17152657939932e-08	TRUE	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	p11.22	TRUE	NKX2-2	21494664	-	4642	NKX2-2	21494664	-
nt_726	vistaEnhancers	chr21	19814335	19815155	0.314466966118436	FALSE	1	0	0	0	0	Inf	q21.1	FALSE	TMPRSS15	19775970	-	-38364	NA	NA	NA
nt_1811	vistaEnhancers	chr21	39227607	39229223	0.402419623460529	FALSE	1	0	0	0	0	Inf	q22.13	FALSE	KCNJ6	39288741	-	59517	NA	NA	NA
nt_1516	vistaEnhancers	chr21	40361360	40363126	0.0460507573094604	TRUE	0.00705401180659207	0.66	0.32	4.04158902924959	1.33304182724658	13.2444738617987	q22.2	FALSE	ETS2	40177231	+	184128	NA	NA	NA
nt_116	vistaEnhancers	chrX	24822604	24824623	0.0249493256246967	TRUE	1	0	0	0	0	Inf	p22.11	TRUE	SCARNA23	24762558	+	60045	NA	NA	NA
nt_426	vistaEnhancers	chrX	81788885	81790571	0.288195596398079	FALSE	1	0	0	0	0	Inf	q21.1	TRUE	POU3F4	82763269	+	-972697	NA	NA	NA
