"id"	"space"	"start"	"end"	"wilcoxon.p.value"	"hyper?"	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"TSS near"	"pos"	"strand"	"distance"
"97.chr16.3232835"	"chr16"	3232836	3234048	1.15746217198175e-07	TRUE	2.29892390735521e-08	6.2	0.111111111111111	49.3413878144623	8.35770767571307	559.132391609106	"q13.3"	TRUE	"NBEA"	36046537	"+"	-394
"85.chr16.6533019"	"chr16"	6533020	6533983	6.47142211496392e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"q21.1"	FALSE	"PCDH17"	58205789	"+"	-1467
"43.chr16.29887788"	"chr16"	29887789	29888316	1.78159704899396e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q31.1"	TRUE	"RNF219"	79191257	"-"	20026
"61.chr16.49311413"	"chr16"	49311414	49312308	9.0950059216437e-10	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q34"	FALSE	"SOX1"	112721913	"+"	-9248
"366.chr16.51183699"	"chr16"	51183700	51188763	3.42979695078058e-08	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q34"	FALSE	"SOX1"	112721913	"+"	0
"490.chr16.54317821"	"chr16"	54317822	54324604	3.01812508616895e-09	TRUE	3.09159494562639e-06	17	0.538461538461538	28.8353590914709	5.00646670538235	316.739704860453	"q34"	FALSE	"SOX1"	112721913	"+"	4369
"43.chr16.55362737"	"chr16"	55362738	55363287	7.85909803160398e-09	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q12.2"	FALSE	"PDX1"	28494168	"+"	-1650
"45.chr16.55364823"	"chr16"	55364824	55365483	1.53901365535296e-09	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q12.2"	FALSE	"PDX1"	28498393	"+"	3970
"70.chr16.56669037"	"chr16"	56669038	56669727	1.01579992815092e-07	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q31.2"	FALSE	"MIR4500"	88270995	"-"	-55606
"58.chr16.56671937"	"chr16"	56671938	56672530	8.15253553205288e-07	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q32.3"	FALSE	"ZIC2"	100637577	"+"	3758
"117.chr16.62069121"	"chr16"	62069122	62070634	2.80301082625901e-07	TRUE	0.000621854260950715	6.2	0.666666666666667	8.84077244728864	2.16130126642605	42.6236613684012	"q12"	FALSE	"C14orf23"	29242566	"+"	838
"294.chr16.67196792"	"chr16"	67196793	67199988	1.59722716158885e-06	TRUE	1.42230466837021e-05	4.14285714285714	0.25	15.4755921086165	3.60626335920674	85.0912735281676	"q13.3"	TRUE	"NKX2-1"	36988903	"-"	-2692
"92.chr17.6616422"	"chr17"	6616423	6617471	4.54646965381304e-07	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"q13.3"	TRUE	"NKX2-1"	36988903	"-"	-4586
"51.chr17.37321482"	"chr17"	37321483	37322099	1.4410853561162e-08	TRUE	0.000367514880271297	8	0.666666666666667	11.3189750250607	2.59399097939194	62.0353769115237	"q13.3"	TRUE	"NKX2-1"	36988903	"-"	-63635
"69.chr17.46719360"	"chr17"	46719361	46720234	8.92245289235702e-11	TRUE	1.4159237758533e-05	17	0.666666666666667	23.5438184160191	4.11792156688633	256.261292193752	"q21.1"	FALSE	"CLEC14A"	38725575	"-"	44638
"29.chr17.46802790"	"chr17"	46802791	46803076	1.02351262850619e-06	TRUE	1.97770847758963e-06	1.57142857142857	0	Inf	6.17229073678208	Inf	"q21.1"	FALSE	"CLEC14A"	38725575	"-"	38
"21.chr17.46804203"	"chr17"	46804204	46804415	1.78159704899396e-06	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q22.3"	TRUE	"OTX2-AS1"	57279901	"+"	-17778
"52.chr17.46824785"	"chr17"	46824786	46825372	2.23669305703057e-08	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q22.3"	TRUE	"OTX2-AS1"	57279901	"+"	-3061
"124.chr17.48041282"	"chr17"	48041283	48043064	1.82643231877087e-09	TRUE	1.4159237758533e-05	17	0.666666666666667	23.5438184160191	4.11792156688633	256.261292193752	"q23.1"	FALSE	"C14orf37"	58471522	"-"	138401
"135.chr17.48048953"	"chr17"	48048954	48050616	1.93449969959129e-08	TRUE	2.92547647939137e-06	11	0.428571428571429	23.4940234708046	4.74963783719724	167.819998463876	"q23.1"	FALSE	"C14orf39"	60952764	"-"	-21009
"109.chr17.50235175"	"chr17"	50235176	50236466	1.31745599853161e-07	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q23.1"	FALSE	"C14orf39"	60952764	"-"	-22969
"52.chr17.56234321"	"chr17"	56234322	56234827	9.13855124933101e-07	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q23.1"	FALSE	"MNAT1"	61201459	"+"	-91673
"127.chr17.59528979"	"chr17"	59528980	59530266	9.13855124933101e-07	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q32.13"	FALSE	"SERPINA13P"	95112848	"+"	126528
"238.chr17.59531723"	"chr17"	59531724	59535254	3.5550811932381e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q32.13"	FALSE	"SERPINA13P"	95112848	"+"	127236
"97.chr17.70112824"	"chr17"	70112825	70114271	6.33606678873053e-10	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q32.2"	FALSE	"BCL11B"	99724176	"-"	10745
"52.chr17.72667195"	"chr17"	72667196	72667710	1.93049976864389e-07	TRUE	0.000367514880271297	8	0.666666666666667	11.3189750250607	2.59399097939194	62.0353769115237	"q11.2"	FALSE	"RNASE11"	21058417	"-"	-32678
"138.chr17.75368688"	"chr17"	75368689	75370506	3.94490847569569e-08	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q11.2"	FALSE	"RNASE11"	21058417	"-"	-42422
"330.chr18.904578"	"chr18"	904579	909574	1.65501216198394e-10	TRUE	3.09159494562639e-06	17	0.538461538461538	28.8353590914709	5.00646670538235	316.739704860453	"q12"	FALSE	"NOVA1"	26939696	"-"	265218
"82.chr18.5196243"	"chr18"	5196244	5197389	1.43079778931587e-06	TRUE	0.000412454156483355	5	0.538461538461538	8.82625042274583	2.23306549043218	40.2975898181426	"q12"	FALSE	"C14orf23"	29242566	"+"	4759
"569.chr18.19744936"	"chr18"	19744937	19752363	1.4410853561162e-08	TRUE	0.0560232220609579	11	2.33333333333333	4.56980309846983	0.835964355529093	32.2986160266692	"q13.3"	TRUE	"SFTA3"	36982990	"-"	9250
"35.chr18.19756794"	"chr18"	19756795	19757080	1.02351262850619e-06	TRUE	0.00215708628809474	5	0.666666666666667	7.17551136453192	1.83547195933146	31.8618934348295	"q22.1"	FALSE	"C14orf166"	52471080	"+"	63502
"47.chr18.44337510"	"chr18"	44337511	44338100	1.4410853561162e-08	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q22.1"	FALSE	"PTGDR"	52734431	"+"	0
"23.chr18.44526866"	"chr18"	44526867	44527137	1.93449969959129e-08	TRUE	1.35257339126606e-11	8	0	Inf	24.1162335546797	Inf	"q32.2"	FALSE	"VRK1"	97263684	"+"	-204162
"229.chr18.44772992"	"chr18"	44772993	44775577	1.31745599853161e-07	TRUE	0.00721412065555331	8	1.22222222222222	6.29021032039722	1.41580211858127	33.8913056101494	"q13.3"	TRUE	"GREM1"	33010205	"+"	0
"45.chr18.44777632"	"chr18"	44777633	44778084	8.15253553205288e-07	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"q21.1"	FALSE	"BLOC1S6"	45898593	"+"	97861
"74.chr18.44789742"	"chr18"	44789743	44790678	1.4410853561162e-08	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q21.3"	FALSE	"FAM214A"	52970831	"-"	-105357
"143.chr18.55019707"	"chr18"	55019708	55021605	3.5550811932381e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q21.3"	FALSE	"FAM214A"	52970831	"-"	-109628
"168.chr18.55094825"	"chr18"	55094826	55096310	4.53176596162093e-08	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q26.1"	FALSE	"MIR9-3"	89911248	"+"	38126
"371.chr18.55103154"	"chr18"	55103155	55108853	3.01812508616895e-09	TRUE	0.000756429149077466	17	1.22222222222222	13.131566777829	2.25741453598138	143.153570006636	"q26.1"	FALSE	"MIR9-3"	89911248	"+"	41024
"32.chr18.56932002"	"chr18"	56932003	56932341	5.19952989196264e-08	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q21.1"	FALSE	"DUOXA2"	45408714	"+"	0
"147.chr18.56934833"	"chr18"	56934834	56936827	6.47142211496392e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q22.31"	FALSE	"ANKDD1A"	65204101	"+"	-6038
"170.chr18.67067509"	"chr18"	67067510	67069168	2.80301082625901e-07	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q24.2"	FALSE	"RPP25"	75249775	"-"	-1693
"246.chr18.70533965"	"chr18"	70533966	70536871	2.97814156053645e-08	TRUE	0.000220755236932788	11	0.818181818181818	12.6607494334985	2.6311115573191	85.920645034478	"q26.1"	FALSE	"MIR9-3"	89911248	"+"	3116
"338.chr18.76737005"	"chr18"	76737006	76741244	1.93449969959129e-08	TRUE	1.05141018406727e-08	11	0.176470588235294	53.8920035345838	9.33060452931043	483.771725277404	"q26.1"	FALSE	"MIR5094"	90393953	"-"	35380
"43.chr19.4326878"	"chr19"	4326879	4327380	1.02351262850619e-06	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"p13.3"	FALSE	"ZNF213"	3190690	"+"	42146
"41.chr19.9517468"	"chr19"	9517469	9517986	3.57660215572434e-07	TRUE	3.20634285266577e-06	3	0.111111111111111	25.0407956616755	4.66060046742043	262.891138275285	"p13.3"	FALSE	"RBFOX1"	7382751	"+"	-848768
"39.chr19.9608804"	"chr19"	9608805	9609343	6.90924935798247e-12	TRUE	6.69425816112113e-11	11	0.0526315789473684	166.717038979351	17.7044174054212	8268.41021371672	"p11.2"	FALSE	"SEZ6L2"	29888271	"-"	0
"407.chr19.10399844"	"chr19"	10399845	10405375	9.13855124933101e-07	TRUE	0.0183841315916788	35	3	11.1365358079895	1.11353918272218	565.157512479194	"q12.1"	FALSE	"CBLN1"	49313512	"-"	1204
"20.chr19.11785042"	"chr19"	11785043	11785282	8.15253553205288e-07	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q12.1"	FALSE	"SALL1"	51185183	"-"	0
"34.chr19.11998804"	"chr19"	11998805	11999131	1.93049976864389e-07	TRUE	1.71158079132075e-05	1.25	0	Inf	4.96038210720321	Inf	"q12.2"	FALSE	"FTO"	54145674	"+"	172148
"66.chr19.12305552"	"chr19"	12305553	12306304	9.16595174371749e-09	TRUE	7.81368730078395e-06	6.2	0.333333333333333	17.2402009853464	3.94965471577507	94.1074112864094	"q12.2"	FALSE	"IRX6"	55362612	"+"	126
"18.chr19.21646328"	"chr19"	21646329	21646536	6.47142211496392e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q12.2"	FALSE	"IRX6"	55364210	"+"	614
"50.chr19.23253796"	"chr19"	23253797	23254382	6.47142211496392e-07	TRUE	0.0192436494323287	17	2.33333333333333	7.00068954873073	1.08544200573297	79.0057813259492	"q12.2"	FALSE	"MT1M"	56667663	"+"	1375
"447.chr19.30015781"	"chr19"	30015782	30021367	3.94490847569569e-08	TRUE	0.000191668112731327	6.2	0.538461538461538	10.8676819893333	2.62891287447873	53.6911523182285	"q12.2"	FALSE	"MT1A"	56672578	"+"	-48
"265.chr19.30716328"	"chr19"	30716329	30719970	1.01579992815092e-07	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q21"	FALSE	"CDH8"	62070739	"-"	105
"50.chr19.35395938"	"chr19"	35395939	35396476	1.93049976864389e-07	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q22.1"	FALSE	"HSF4"	67197288	"+"	0
"47.chr19.38182793"	"chr19"	38182794	38183327	1.65501216198394e-10	TRUE	2.25428898544344e-12	11	0	Inf	29.9202983037254	Inf	"p13.3"	FALSE	"ZNF213"	3190690	"+"	29749
"72.chr19.45888768"	"chr19"	45888769	45889465	5.75813055918063e-07	TRUE	0.0002511214164146	2	0.176470588235294	10.7919650738777	2.45436835123529	68.6821906430188	"p13.3"	FALSE	"C16orf90"	3545421	"-"	-4688
"60.chr19.51161923"	"chr19"	51161924	51162514	5.19952989196264e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"p13.3"	FALSE	"FAM86A"	5147821	"-"	-921094
"51.chr19.52839444"	"chr19"	52839445	52839937	1.43079778931587e-06	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p13.13"	FALSE	"TNP2"	11361869	"-"	34635
"47.chr19.52956656"	"chr19"	52956657	52957245	1.86452992991391e-11	TRUE	2.25428898544344e-12	11	0	Inf	29.9202983037254	Inf	"q12.2"	FALSE	"FTO"	54145674	"+"	171230
"159.chr19.55591905"	"chr19"	55591906	55593980	2.97814156053645e-08	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q12.2"	FALSE	"CRNDE"	54963101	"-"	-7201
"57.chr19.56879417"	"chr19"	56879418	56879995	1.43079778931587e-06	TRUE	4.89013219097256e-06	2	0.0526315789473684	35.5283337343948	4.61655516798264	1626.86443587111	"q12.2"	FALSE	"IRX6"	55364210	"+"	1605
"69.chr19.56904636"	"chr19"	56904637	56905355	2.18820695414927e-07	TRUE	3.73790321530768e-07	8	0.25	28.8842089389859	5.91697695425833	191.750363384091	"q24.1"	FALSE	"FOXF1"	86546531	"+"	2539
"46.chr19.57182887"	"chr19"	57182888	57183375	1.08609886729845e-09	TRUE	3.74211971583609e-10	8	0.0526315789473684	126.595502817078	14.3070969709541	6171.26963035826	"p13.1"	FALSE	"SLC13A5"	6616740	"-"	0
"31.chr19.57276614"	"chr19"	57276615	57276942	3.01812508616895e-09	TRUE	3.74211971583609e-10	8	0.0526315789473684	126.595502817078	14.3070969709541	6171.26963035826	"q12"	FALSE	"ARL5C"	37321392	"-"	-91
"27.chr19.57610688"	"chr19"	57610689	57610937	1.2806757144433e-06	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q21.32"	TRUE	"MIR196A1"	46709921	"-"	-9440
"86.chr19.57617601"	"chr19"	57617602	57618448	5.75813055918063e-07	TRUE	4.89013219097256e-06	2	0.0526315789473684	35.5283337343948	4.61655516798264	1626.86443587111	"q21.32"	TRUE	"MIR3185"	46801837	"-"	-954
"31.chr19.58220189"	"chr19"	58220190	58220517	4.66896216747968e-11	TRUE	6.76286695633029e-11	6.2	0	Inf	20.0253713604435	Inf	"q21.32"	TRUE	"HOXB13"	46804405	"-"	0
"42.chr19.58446336"	"chr19"	58446337	58446800	3.94490847569569e-08	TRUE	2.23376456634405e-06	8	0.333333333333333	21.9877321105056	4.73996927920641	133.712465582352	"q21.32"	TRUE	"TTLL6"	46840335	"-"	14963
"81.chr19.58951214"	"chr19"	58951215	58952250	2.23669305703057e-08	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q21.33"	FALSE	"ITGA3"	48133340	"+"	-90276
"192.chr2.5832041"	"chr2"	5832042	5834208	1.93049976864389e-07	TRUE	5.68890800165471e-05	6.2	0.428571428571429	13.538343604256	3.20930099549961	69.413869855345	"q21.33"	FALSE	"ITGA3"	48133340	"+"	-82724
"25.chr2.19551735"	"chr2"	19551736	19551961	1.49796100357441e-07	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q22"	FALSE	"CA10"	50236132	"-"	0
"23.chr2.19553157"	"chr2"	19553158	19553432	2.97814156053645e-08	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q22"	FALSE	"MSX2P1"	56234320	"+"	2
"163.chr2.19555789"	"chr2"	19555790	19558403	3.94490847569569e-08	TRUE	5.8429809010159e-05	17	0.818181818181818	19.3327155784523	3.3880860519688	209.797459654033	"q23.2"	TRUE	"TBX4"	59533807	"+"	-3541
"60.chr2.19560963"	"chr2"	19560964	19561650	1.29417572323999e-09	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"q23.2"	TRUE	"TBX4"	59533807	"+"	0
"198.chr2.30453566"	"chr2"	30453567	30455655	1.59722716158885e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q24.3"	FALSE	"SOX9"	70117161	"+"	-2890
"300.chr2.38301276"	"chr2"	38301277	38304518	1.43079778931587e-06	TRUE	0.00011876086193964	4.14285714285714	0.333333333333333	11.7138225109284	2.89006976934853	57.170299001202	"q25.1"	FALSE	"RAB37"	72667256	"+"	0
"177.chr2.45155195"	"chr2"	45155196	45157049	1.14537035425161e-06	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q25.3"	FALSE	"MIR4316"	75393136	"-"	22630
"85.chr2.45227644"	"chr2"	45227645	45228783	4.53176596162093e-08	TRUE	3.73790321530768e-07	8	0.25	28.8842089389859	5.91697695425833	191.750363384091	"q21.32"	TRUE	"MIR10A"	46657309	"-"	1705
"25.chr2.45231211"	"chr2"	45231212	45231482	5.95856261328925e-08	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q24.3"	FALSE	"SOX9"	70117161	"+"	-4853
"59.chr2.45231781"	"chr2"	45231782	45232550	1.53901365535296e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"p11.32"	FALSE	"ADCYAP1"	905197	"+"	0
"33.chr2.63281034"	"chr2"	63281035	63281347	7.85909803160398e-09	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"p11.31"	FALSE	"C18orf42"	5197255	"-"	0
"72.chr2.66808568"	"chr2"	66808569	66809404	1.08609886729845e-09	TRUE	1.35257339126606e-11	8	0	Inf	24.1162335546797	Inf	"q11.2"	FALSE	"GATA6"	19749404	"+"	0
"75.chr2.71017028"	"chr2"	71017029	71017976	4.54646965381304e-07	TRUE	1.88840702153175e-05	3	0.176470588235294	15.9464438079173	3.51615291749782	104.946553689114	"q11.2"	FALSE	"GATA6"	19756916	"+"	0
"72.chr2.71131200"	"chr2"	71131201	71132256	1.15746217198175e-07	TRUE	0.118475953516385	11	3	3.5743466121889	0.605089875773711	26.0797418894531	"q21.1"	FALSE	"ST8SIA5"	44337039	"-"	-472
"17.chr2.71134585"	"chr2"	71134586	71134792	1.49796100357441e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q21.1"	FALSE	"KATNAL2"	44526787	"+"	80
"288.chr2.74740455"	"chr2"	74740456	74743795	5.75813055918063e-07	TRUE	0.0178976406159483	8	1.5	5.15283780773975	1.13278991993137	27.9560585568958	"q21.1"	FALSE	"SKOR2"	44775554	"-"	0
"101.chr2.80529677"	"chr2"	80529678	80530846	5.11887290861639e-07	TRUE	0.00100972181749706	8	0.818181818181818	9.28584263781176	2.13205732417381	50.3054138792855	"q21.1"	FALSE	"SKOR2"	44775554	"-"	-2079
"221.chr2.85359956"	"chr2"	85359957	85362593	1.53901365535296e-09	TRUE	1.05141018406727e-08	11	0.176470588235294	53.8920035345838	9.33060452931043	483.771725277404	"q21.1"	FALSE	"SKOR2"	44775554	"-"	-14189
"120.chr2.88751335"	"chr2"	88751336	88752865	1.70141512872959e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q21.31"	TRUE	"ST8SIA3"	55019721	"+"	0
"114.chr2.98962873"	"chr2"	98962874	98964187	6.33606678873053e-10	TRUE	3.74211971583609e-10	8	0.0526315789473684	126.595502817078	14.3070969709541	6171.26963035826	"q21.31"	TRUE	"ST8SIA3"	55027226	"+"	67600
"223.chr2.105459127"	"chr2"	105459128	105461770	2.18820695414927e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q21.31"	TRUE	"ST8SIA3"	55027226	"+"	75929
"504.chr2.111875206"	"chr2"	111875207	111880965	4.18033516498383e-09	TRUE	1.01462553396473e-07	17	0.333333333333333	45.142317557877	7.5210222998364	517.290801589086	"q21.32"	TRUE	"CPLX4"	56964157	"-"	31816
"124.chr2.114034594"	"chr2"	114034595	114036041	3.16778322047639e-07	TRUE	4.95217062583074e-05	8	0.538461538461538	13.9025158255254	3.15489681856211	77.7256183027875	"q21.32"	TRUE	"CPLX4"	56964157	"-"	27330
"203.chr2.115918737"	"chr2"	115918738	115920765	1.82643231877087e-09	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q22.2"	FALSE	"DOK6"	67068284	"+"	0
"61.chr2.118981769"	"chr2"	118981770	118982466	7.21601595622745e-11	TRUE	6.76286695633029e-11	6.2	0	Inf	20.0253713604435	Inf	"q22.3"	TRUE	"NETO1"	70532934	"-"	-1032
"103.chr2.119599458"	"chr2"	119599459	119600966	1.49796100357441e-07	TRUE	2.5592723278137e-06	4.14285714285714	0.176470588235294	21.6780739204217	4.60433400338789	148.638422915288	"q23"	FALSE	"SALL3"	76740275	"+"	0
"128.chr2.119602616"	"chr2"	119602617	119604486	1.01579992815092e-07	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"p11.22"	TRUE	"MTCL1"	8717369	"+"	-106999
"41.chr2.119607378"	"chr2"	119607379	119607910	2.35993889272283e-11	TRUE	9.38247550067957e-12	17	0.0526315789473684	237.919597188006	22.865329085256	12115.531247014	"q12.1"	FALSE	"NOL4"	31709984	"-"	-29064
"173.chr2.119613031"	"chr2"	119613032	119615565	1.35112229615403e-10	TRUE	1.01668433243499e-09	11	0.111111111111111	82.7592204733749	12.402490582449	1063.95099285836	"q21.1"	FALSE	"ST8SIA5"	44337039	"-"	0
"146.chr2.155554005"	"chr2"	155554006	155556069	6.90924935798247e-12	TRUE	3.74211971583609e-10	8	0.0526315789473684	126.595502817078	14.3070969709541	6171.26963035826	"q21.2"	TRUE	"DCC"	49866542	"+"	1836
"82.chr2.157176251"	"chr2"	157176252	157177346	5.75055754836904e-09	TRUE	0.0844614504991863	17	3	5.47547224146661	0.788761594680204	63.6945617739301	"q21.32"	TRUE	"CPLX4"	56964157	"-"	22617
"85.chr2.162283581"	"chr2"	162283582	162284677	5.75813055918063e-07	TRUE	0.000621854260950715	6.2	0.666666666666667	8.84077244728864	2.16130126642605	42.6236613684012	"p13.3"	FALSE	"STAP2"	4327004	"-"	0
"331.chr2.171569877"	"chr2"	171569878	171573904	7.21601595622745e-11	TRUE	3.73790321530768e-07	8	0.25	28.8842089389859	5.91697695425833	191.750363384091	"p13.2"	FALSE	"ZNF177"	9491824	"+"	25645
"122.chr2.171678546"	"chr2"	171678547	171680358	1.82643231877087e-09	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"p13.2"	FALSE	"ZNF560"	9608891	"-"	0
"36.chr2.172944988"	"chr2"	172944989	172945384	4.54646965381304e-07	TRUE	1.38892952509011e-05	11	0.538461538461538	18.9087459861971	3.89100681371515	131.259581768158	"p13.2"	FALSE	"ICAM5"	10400655	"+"	0
"23.chr2.172945911"	"chr2"	172945912	172946212	1.35112229615403e-10	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p13.2"	FALSE	"ZNF823"	11834157	"-"	48875
"32.chr2.172972804"	"chr2"	172972805	172973242	1.06739934286618e-08	TRUE	3.74211971583609e-10	8	0.0526315789473684	126.595502817078	14.3070969709541	6171.26963035826	"p13.2"	FALSE	"ZNF69"	11998670	"+"	135
"77.chr2.176931575"	"chr2"	176931576	176932663	7.26667139538562e-07	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p13.2"	FALSE	"ZNF136"	12297385	"+"	8168
"284.chr2.176944087"	"chr2"	176944088	176948446	2.58264151450318e-08	TRUE	0.00100972181749706	8	0.818181818181818	9.28584263781176	2.13205732417381	50.3054138792855	"p12"	TRUE	"LINC00664"	21666517	"+"	-19981
"118.chr2.176964062"	"chr2"	176964063	176965509	5.27047927812968e-10	TRUE	1.70740560576138e-09	17	0.176470588235294	80.5710249336806	12.0229907500967	1045.92178958234	"p12"	TRUE	"ZNF728"	23186010	"-"	-67787
"186.chr2.176993479"	"chr2"	176993480	176995557	1.93449969959129e-08	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q12"	FALSE	"VSTM2B"	30017491	"+"	0
"25.chr2.177012371"	"chr2"	177012372	177012675	9.16595174371749e-09	TRUE	2.29892390735521e-08	6.2	0.111111111111111	49.3413878144623	8.35770767571307	559.132391609106	"q12"	FALSE	"ZNF536"	30863328	"+"	-143358
"45.chr2.177029413"	"chr2"	177029414	177029941	9.16595174371749e-09	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q13.11"	FALSE	"LINC00904"	35389847	"-"	-6092
"95.chr2.177036254"	"chr2"	177036255	177037213	7.85909803160398e-09	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q13.12"	FALSE	"ZNF781"	38183216	"-"	0
"615.chr2.200320502"	"chr2"	200320503	200329681	1.06739934286618e-08	TRUE	2.5592723278137e-06	4.14285714285714	0.176470588235294	21.6780739204217	4.60433400338789	148.638422915288	"q13.32"	FALSE	"PPP1R13L"	45888986	"-"	0
"33.chr2.223161531"	"chr2"	223161532	223161919	2.18820695414927e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q13.33"	FALSE	"C19orf81"	51162204	"+"	0
"75.chr2.223162946"	"chr2"	223162947	223163912	9.13855124933101e-07	TRUE	4.95217062583074e-05	8	0.538461538461538	13.9025158255254	3.15489681856211	77.7256183027875	"q13.41"	FALSE	"ZNF610"	52848682	"+"	-8745
"133.chr20.5296266"	"chr20"	5296267	5297798	7.26667139538562e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q13.41"	FALSE	"ZNF528"	52918377	"+"	38280
"473.chr20.20344400"	"chr20"	20344401	20350605	1.31745599853161e-07	TRUE	5.08781262506834e-08	8	0.176470588235294	40.1613122451965	7.56080412393462	316.908516069481	"q13.42"	FALSE	"EPS8L1"	55592140	"+"	0
