"id"	"space"	"start"	"end"	"wilcoxon.p.value"	"hyper?"	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"closest.TSS"	"pos.TSS"	"dir"	"dist"
"168.chr13.22243259"	"chr13"	22243260	22245362	8.15253553205288e-07	TRUE	5.40300186151443e-05	1	0	Inf	3.98875241049732	Inf	"q12.11"	FALSE	"FGF9"	22245215	"+"	0
"70.chr13.28491488"	"chr13"	28491489	28492518	8.9049010059537e-08	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q12.2"	FALSE	"PDX1"	28494168	"+"	-1649
"23.chr13.28501859"	"chr13"	28501860	28502090	7.85909803160398e-09	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q12.2"	FALSE	"PDX1"	28494168	"+"	7691
"29.chr13.28502362"	"chr13"	28502363	28502744	6.22554995146909e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q12.2"	FALSE	"PDX1"	28494168	"+"	8194
"31.chr13.28503057"	"chr13"	28503058	28503374	1.63853199613198e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q12.2"	FALSE	"PDX1"	28494168	"+"	8889
"95.chr13.79170114"	"chr13"	79170115	79171231	1.14537035425161e-06	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q31.1"	TRUE	"POU4F1"	79177695	"-"	6463
"23.chr13.88326600"	"chr13"	88326601	88326919	3.70767634150651e-05	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q31.2"	FALSE	"SLITRK5"	88324870	"+"	1730
"61.chr13.100641334"	"chr13"	100641335	100642188	7.85909803160398e-09	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q32.3"	FALSE	"ZIC2"	100634026	"+"	7308
"217.chr13.112709884"	"chr13"	112709885	112712665	7.26667139538562e-07	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q34"	FALSE	"SOX1"	112721913	"+"	-9247
"274.chr13.112720564"	"chr13"	112720565	112723582	6.47142211496392e-07	TRUE	0.00274961435937715	8	1	7.64474244538589	1.74490957140837	41.2326325249457	"q34"	FALSE	"SOX1"	112721913	"+"	0
"201.chr13.112726281"	"chr13"	112726282	112728419	1.59722716158885e-06	TRUE	0.000621854260950715	6.2	0.666666666666667	8.84077244728864	2.16130126642605	42.6236613684012	"q34"	FALSE	"SOX1"	112721913	"+"	4368
"27.chr14.21091094"	"chr14"	21091095	21091439	7.60020041349273e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q11.2"	FALSE	"OR6S1"	21109850	"-"	18410
"19.chr14.21100838"	"chr14"	21100839	21101043	1.2806757144433e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q11.2"	FALSE	"OR6S1"	21109850	"-"	8806
"30.chr14.26674163"	"chr14"	26674164	26674478	1.98568361740614e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q12"	FALSE	"NOVA1"	27066960	"-"	392481
"33.chr14.29243403"	"chr14"	29243404	29243763	2.80301082625901e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q12"	FALSE	"C14orf23"	29241910	"+"	1493
"23.chr14.29247324"	"chr14"	29247325	29247624	2.16282812419999e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q12"	FALSE	"C14orf23"	29241910	"+"	5414
"62.chr14.36973169"	"chr14"	36973170	36973740	0.000209049502882481	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q13.3"	TRUE	"SFTA3"	36988817	"-"	15076
"63.chr14.36991594"	"chr14"	36991595	36992488	8.15253553205288e-07	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q13.3"	TRUE	"NKX2-1"	36989430	"-"	-2164
"70.chr14.36993488"	"chr14"	36993489	36994488	2.97814156053645e-08	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q13.3"	TRUE	"NKX2-1"	36989430	"-"	-4058
"22.chr14.37052537"	"chr14"	37052538	37052838	3.16778322047639e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"q13.3"	TRUE	"NKX2-8"	37051786	"-"	-751
"187.chr14.38678245"	"chr14"	38678246	38680937	8.15253553205288e-07	TRUE	0.0250869430315436	11	1.85714285714286	5.71125223022951	1.09970360456352	39.5280150756096	"q21.1"	FALSE	"SSTR1"	38677204	"+"	1041
"109.chr14.38724254"	"chr14"	38724255	38725537	1.53901365535296e-09	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q21.1"	FALSE	"CLEC14A"	38725575	"-"	37
"160.chr14.52534581"	"chr14"	52534582	52536722	0.000409825668504717	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q22.1"	FALSE	"NID2"	52535946	"-"	0
"111.chr14.52734207"	"chr14"	52734208	52735486	5.09411269706094e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q22.1"	FALSE	"PTGDR"	52734431	"+"	0
"98.chr14.57260878"	"chr14"	57260879	57262123	9.13855124933101e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q22.3"	TRUE	"OTX2"	57277194	"-"	15070
"176.chr14.57274607"	"chr14"	57274608	57276840	1.4410853561162e-08	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q22.3"	TRUE	"OTX2"	57277194	"-"	353
"131.chr14.58331676"	"chr14"	58331677	58333121	3.16778322047639e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q23.1"	FALSE	"SLC35F4"	58332592	"-"	0
"32.chr14.60973772"	"chr14"	60973773	60974123	4.37324425833331e-10	TRUE	2.25428898544344e-12	11	0	Inf	29.9202983037254	Inf	"q23.1"	FALSE	"SIX6"	60975938	"+"	-1814
"178.chr14.60975732"	"chr14"	60975733	60978180	7.21601595622745e-11	TRUE	1.70740560576138e-09	17	0.176470588235294	80.5710249336806	12.0229907500967	1045.92178958234	"q23.1"	FALSE	"SIX6"	60975938	"+"	0
"67.chr14.61108954"	"chr14"	61108955	61109786	5.27047927812968e-10	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q23.1"	FALSE	"SIX1"	61116155	"-"	6368
"35.chr14.95239375"	"chr14"	95239376	95239679	2.47782428124e-07	TRUE	2.23376456634405e-06	8	0.333333333333333	21.9877321105056	4.73996927920641	133.712465582352	"q32.13"	FALSE	"GSC"	95236499	"-"	-2876
"21.chr14.95240083"	"chr14"	95240084	95240341	4.03435779707258e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q32.13"	FALSE	"GSC"	95236499	"-"	-3584
"49.chr14.97058943"	"chr14"	97058944	97059522	9.44454229655531e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q32.2"	FALSE	"PAPOLA"	96968713	"+"	90230
"133.chr14.99711839"	"chr14"	99711840	99713431	2.47782428124e-07	TRUE	1.42230466837021e-05	4.14285714285714	0.25	15.4755921086165	3.60626335920674	85.0912735281676	"q32.2"	FALSE	"BCL11B"	99737822	"-"	24390
"209.chr15.33009530"	"chr15"	33009531	33011696	4.15308048783565e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q13.3"	TRUE	"GREM1"	33010205	"+"	0
"77.chr15.45408573"	"chr15"	45408574	45409528	6.23081652831968e-06	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q21.1"	FALSE	"DUOXA2"	45406523	"+"	2050
"25.chr15.45996453"	"chr15"	45996454	45996735	2.23669305703057e-08	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q21.1"	FALSE	"SQRDL"	45923346	"+"	73107
"248.chr15.53080458"	"chr15"	53080459	53083699	3.5550811932381e-09	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"q21.3"	FALSE	"ONECUT1"	53082209	"-"	0
"22.chr15.65197799"	"chr15"	65197800	65198063	5.09411269706094e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q22.31"	FALSE	"ANKDD1A"	65204101	"+"	-6037
"28.chr15.75251467"	"chr15"	75251468	75251773	6.47142211496392e-07	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q24.2"	FALSE	"RPP25"	75249775	"-"	-1692
"79.chr15.89914363"	"chr15"	89914364	89915061	9.0950059216437e-10	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q26.1"	FALSE	"LINC00925"	89911330	"+"	3033
"124.chr15.89949373"	"chr15"	89949374	89951130	4.54646965381304e-07	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q26.1"	FALSE	"LINC00925"	89911330	"+"	38043
"58.chr15.89952271"	"chr15"	89952272	89953061	1.65501216198394e-10	TRUE	6.76286695633029e-11	6.2	0	Inf	20.0253713604435	Inf	"q26.1"	FALSE	"LINC00925"	89911330	"+"	40941
"109.chr15.90357402"	"chr15"	90357403	90358573	2.18820695414927e-07	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q26.1"	FALSE	"ANPEP"	90358072	"-"	0
"63.chr16.3220438"	"chr16"	3220439	3221356	2.47782428124e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p13.3"	FALSE	"OR1F1"	3254247	"+"	-32890
"97.chr16.3232835"	"chr16"	3232836	3234048	5.19952989196264e-08	TRUE	2.29892390735521e-08	6.2	0.111111111111111	49.3413878144623	8.35770767571307	559.132391609106	"p13.3"	FALSE	"OR1F1"	3254247	"+"	-20198
"31.chr16.3550108"	"chr16"	3550109	3550346	5.11887290861639e-07	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p13.3"	FALSE	"CLUAP1"	3550945	"+"	-598
"135.chr16.6068914"	"chr16"	6068915	6070401	0.000381006743556869	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p13.3"	FALSE	"RBFOX1"	6069132	"+"	0
"85.chr16.6533019"	"chr16"	6533020	6533983	9.13855124933101e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"p13.3"	FALSE	"RBFOX1"	6069132	"+"	463887
"21.chr16.11327008"	"chr16"	11327009	11327234	7.36680728609423e-05	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p13.13"	FALSE	"RMI2"	11343506	"+"	-16271
"43.chr16.29887788"	"chr16"	29887789	29888316	5.71835579063673e-05	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"p11.2"	FALSE	"CDIPT-AS1"	29875004	"+"	12784
"61.chr16.49311413"	"chr16"	49311414	49312308	1.06739934286618e-08	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q12.1"	FALSE	"CBLN1"	49315742	"-"	3433
"366.chr16.51183699"	"chr16"	51183700	51188763	1.93449969959129e-08	TRUE	0.000219506579794923	17	1	15.9411082147589	2.77683686377378	172.893971451677	"q12.1"	FALSE	"SALL1"	51185183	"-"	0
"21.chr16.54316903"	"chr16"	54316904	54317149	4.54646965381304e-07	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q12.2"	FALSE	"IRX3"	54320378	"-"	3228
"490.chr16.54317821"	"chr16"	54317822	54324604	1.4410853561162e-08	TRUE	3.09159494562639e-06	17	0.538461538461538	28.8353590914709	5.00646670538235	316.739704860453	"q12.2"	FALSE	"IRX3"	54320378	"-"	0
"179.chr16.54970301"	"chr16"	54970302	54972846	2.55759077588583e-09	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q12.2"	FALSE	"IRX5"	54965111	"+"	5190
"43.chr16.55362737"	"chr16"	55362738	55363287	1.31745599853161e-07	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q12.2"	FALSE	"IRX6"	55358471	"+"	4266
"45.chr16.55364823"	"chr16"	55364824	55365483	3.94490847569569e-08	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q12.2"	FALSE	"IRX6"	55358471	"+"	6352
"18.chr16.55365814"	"chr16"	55365815	55366022	1.49185712473251e-05	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q12.2"	FALSE	"IRX6"	55358471	"+"	7343
"70.chr16.56669037"	"chr16"	56669038	56669727	7.26667139538562e-07	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q12.2"	FALSE	"MT1JP"	56669651	"+"	0
"58.chr16.56671937"	"chr16"	56671938	56672530	1.59722716158885e-06	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q12.2"	FALSE	"MT1JP"	56669651	"+"	2286
"117.chr16.62069121"	"chr16"	62069122	62070634	7.26667139538562e-07	TRUE	0.000621854260950715	6.2	0.666666666666667	8.84077244728864	2.16130126642605	42.6236613684012	"q21"	FALSE	"CDH8"	62070739	"-"	104
"294.chr16.67196792"	"chr16"	67196793	67199988	6.47142211496392e-07	TRUE	1.42230466837021e-05	4.14285714285714	0.25	15.4755921086165	3.60626335920674	85.0912735281676	"q22.1"	FALSE	"HSF4"	67197288	"+"	0
"119.chr16.86549069"	"chr16"	86549070	86550512	6.82030842905097e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q24.1"	FALSE	"FOXF1"	86544133	"+"	4936
"597.chr17.35291899"	"chr17"	35291900	35300875	1.02351262850619e-06	TRUE	0.00333144777317317	3.5	0.538461538461538	6.24685824064772	1.6746326866716	25.9961621201821	"q12"	FALSE	"LHX1"	35294772	"+"	0
"51.chr17.37321482"	"chr17"	37321483	37322099	5.95856261328925e-08	TRUE	0.000367514880271297	8	0.666666666666667	11.3189750250607	2.59399097939194	62.0353769115237	"q12"	FALSE	"ARL5C"	37323318	"-"	1218
"44.chr17.46655215"	"chr17"	46655216	46655604	0.000381006743556869	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q21.32"	TRUE	"HOXB4"	46655743	"-"	138
"69.chr17.46719360"	"chr17"	46719361	46720234	7.21601595622745e-11	TRUE	1.4159237758533e-05	17	0.666666666666667	23.5438184160191	4.11792156688633	256.261292193752	"q21.32"	TRUE	"MIR196A1"	46709921	"-"	-9439
"21.chr17.46804203"	"chr17"	46804204	46804415	1.82643231877087e-09	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q21.32"	TRUE	"HOXB13"	46806111	"-"	1695
"52.chr17.46824785"	"chr17"	46824786	46825372	9.16595174371749e-09	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q21.32"	TRUE	"HOXB13"	46806111	"-"	-18674
"124.chr17.48041282"	"chr17"	48041283	48043064	1.06739934286618e-08	TRUE	1.4159237758533e-05	17	0.666666666666667	23.5438184160191	4.11792156688633	256.261292193752	"q21.33"	FALSE	"DLX4"	48046562	"+"	-3497
"135.chr17.48048953"	"chr17"	48048954	48050616	2.23669305703057e-08	TRUE	2.92547647939137e-06	11	0.428571428571429	23.4940234708046	4.74963783719724	167.819998463876	"q21.33"	FALSE	"DLX4"	48046562	"+"	2391
"109.chr17.50235175"	"chr17"	50235176	50236466	9.24555892594049e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q22"	FALSE	"CA10"	50237377	"-"	910
"52.chr17.56234321"	"chr17"	56234322	56234827	0.00123864917664134	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q22"	FALSE	"MSX2P1"	56234320	"+"	1
"127.chr17.59528979"	"chr17"	59528980	59530266	4.15308048783565e-06	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q23.2"	TRUE	"TBX4"	59529779	"+"	0
"238.chr17.59531723"	"chr17"	59531724	59535254	1.24114430676944e-08	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q23.2"	TRUE	"TBX4"	59529779	"+"	1944
"26.chr17.70111979"	"chr17"	70111980	70112308	5.09411269706094e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q24.3"	FALSE	"SOX9"	70117161	"+"	-4852
"97.chr17.70112824"	"chr17"	70112825	70114271	5.75055754836904e-09	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q24.3"	FALSE	"SOX9"	70117161	"+"	-2889
"138.chr17.75368688"	"chr17"	75368689	75370506	5.95856261328925e-08	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q25.3"	FALSE	"MIR4316"	75393136	"-"	22629
"330.chr18.904578"	"chr18"	904579	909574	1.09982826368297e-10	TRUE	3.09159494562639e-06	17	0.538461538461538	28.8353590914709	5.00646670538235	316.739704860453	"p11.32"	FALSE	"ADCYAP1"	904944	"+"	0
"124.chr18.8608763"	"chr18"	8608764	8610370	2.58264151450318e-08	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"p11.22"	TRUE	"RAB12"	8609443	"+"	0
"569.chr18.19744936"	"chr18"	19744937	19752363	2.58264151450318e-08	TRUE	0.0560232220609579	11	2.33333333333333	4.56980309846983	0.835964355529093	32.2986160266692	"q11.2"	FALSE	"GATA6"	19749404	"+"	0
"45.chr18.31739047"	"chr18"	31739048	31739522	2.59464608806735e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q12.1"	FALSE	"NOL4"	31803515	"-"	63992
"94.chr18.44336183"	"chr18"	44336184	44337110	8.00715293391459e-05	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q21.1"	FALSE	"ST8SIA5"	44337039	"-"	0
"47.chr18.44337510"	"chr18"	44337511	44338100	1.29417572323999e-09	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q21.1"	FALSE	"ST8SIA5"	44337039	"-"	-471
"23.chr18.44526866"	"chr18"	44526867	44527137	1.09982826368297e-10	TRUE	1.35257339126606e-11	8	0	Inf	24.1162335546797	Inf	"q21.1"	FALSE	"TCEB3CL2"	44550534	"-"	23396
"229.chr18.44772992"	"chr18"	44772993	44775577	1.59722716158885e-06	TRUE	0.00721412065555331	8	1.22222222222222	6.29021032039722	1.41580211858127	33.8913056101494	"q21.1"	FALSE	"SKOR2"	44775554	"-"	0
"45.chr18.44777632"	"chr18"	44777633	44778084	5.11887290861639e-07	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"q21.1"	FALSE	"SKOR2"	44775554	"-"	-2078
"74.chr18.44789742"	"chr18"	44789743	44790678	1.31745599853161e-07	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q21.1"	FALSE	"SKOR2"	44775554	"-"	-14188
"32.chr18.49868377"	"chr18"	49868378	49868759	1.24114430676944e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q21.2"	TRUE	"DCC"	49866542	"+"	1835
"143.chr18.55019707"	"chr18"	55019708	55021605	2.16340206159327e-09	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q21.31"	TRUE	"ST8SIA3"	55019721	"+"	0
"168.chr18.55094825"	"chr18"	55094826	55096310	2.73653536998483e-06	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q21.31"	TRUE	"ONECUT2"	55102917	"+"	-6606
"371.chr18.55103154"	"chr18"	55103155	55108853	1.53901365535296e-09	TRUE	0.000756429149077466	17	1.22222222222222	13.131566777829	2.25741453598138	143.153570006636	"q21.31"	TRUE	"ONECUT2"	55102917	"+"	237
"32.chr18.56932002"	"chr18"	56932003	56932341	1.93449969959129e-08	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q21.32"	TRUE	"RAX"	56940625	"-"	8283
"147.chr18.56934833"	"chr18"	56934834	56936827	1.02351262850619e-06	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"q21.32"	TRUE	"RAX"	56940625	"-"	3797
"161.chr18.56939624"	"chr18"	56939625	56941540	1.23437967838731e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q21.32"	TRUE	"RAX"	56940625	"-"	0
"170.chr18.67067509"	"chr18"	67067510	67069168	1.49185712473251e-05	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q22.2"	FALSE	"DOK6"	67068284	"+"	0
"246.chr18.70533965"	"chr18"	70533966	70536871	8.9049010059537e-08	TRUE	0.000220755236932788	11	0.818181818181818	12.6607494334985	2.6311115573191	85.920645034478	"q22.3"	TRUE	"NETO1"	70534810	"-"	0
"338.chr18.76737005"	"chr18"	76737006	76741244	3.5550811932381e-09	TRUE	1.05141018406727e-08	11	0.176470588235294	53.8920035345838	9.33060452931043	483.771725277404	"q23"	FALSE	"SALL3"	76740275	"+"	0
"76.chr19.22805800"	"chr19"	22805801	22806721	7.60020041349273e-06	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"p12"	TRUE	"ZNF492"	22817126	"+"	-10404
"43.chr19.4326878"	"chr19"	4326879	4327380	8.15253553205288e-07	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"p13.3"	FALSE	"STAP2"	4342783	"-"	15402
"41.chr19.9517468"	"chr19"	9517469	9517986	9.13855124933101e-07	TRUE	3.20634285266577e-06	3	0.111111111111111	25.0407956616755	4.66060046742043	262.891138275285	"p13.2"	FALSE	"ZNF266"	9546254	"-"	28267
"39.chr19.9608804"	"chr19"	9608805	9609343	3.08548644873793e-12	TRUE	6.69425816112113e-11	11	0.0526315789473684	166.717038979351	17.7044174054212	8268.41021371672	"p13.2"	FALSE	"ZNF560"	9609279	"-"	0
"80.chr19.10397603"	"chr19"	10397604	10398703	1.01872045308901e-05	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"p13.2"	FALSE	"ICAM4"	10397643	"+"	0
"407.chr19.10399844"	"chr19"	10399845	10405375	6.47142211496392e-07	TRUE	0.0183841315916788	35	3	11.1365358079895	1.11353918272218	565.157512479195	"p13.2"	FALSE	"ICAM5"	10400655	"+"	0
"20.chr19.11785042"	"chr19"	11785043	11785282	2.18820695414927e-07	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"p13.2"	FALSE	"ZNF833P"	11750591	"+"	34451
"59.chr19.11805261"	"chr19"	11805262	11805900	1.2806757144433e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"p13.2"	FALSE	"ZNF823"	11849760	"-"	43859
"66.chr19.12305552"	"chr19"	12305553	12306304	1.67082426172136e-08	TRUE	7.81368730078395e-06	6.2	0.333333333333333	17.2402009853464	3.94965471577507	94.1074112864094	"p13.2"	FALSE	"ZNF136"	12273872	"+"	31680
"20.chr19.13124569"	"chr19"	13124570	13124788	7.79767546671455e-08	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"p13.2"	FALSE	"NFIX"	13106584	"+"	17985
"33.chr19.15344091"	"chr19"	15344092	15344419	8.6985065293188e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"p13.12"	FALSE	"EPHX3"	15343858	"-"	-233
"18.chr19.21646328"	"chr19"	21646329	21646536	5.75813055918063e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p12"	TRUE	"LINC00664"	21666176	"+"	-19639
"59.chr19.21769189"	"chr19"	21769190	21769786	1.01872045308901e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"p12"	TRUE	"ZNF429"	21688437	"+"	80752
"23.chr19.22469367"	"chr19"	22469368	22469687	4.15308048783565e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"p12"	TRUE	"ZNF729"	22469252	"+"	115
"50.chr19.23253796"	"chr19"	23253797	23254382	1.02351262850619e-06	TRUE	0.0192436494323287	17	2.33333333333333	7.00068954873073	1.08544200573297	79.0057813259492	"p12"	TRUE	"ZNF730"	23299777	"+"	-45394
"447.chr19.30015781"	"chr19"	30015782	30021367	7.79767546671455e-08	TRUE	0.000191668112731327	6.2	0.538461538461538	10.8676819893333	2.62891287447873	53.6911523182285	"q12"	FALSE	"VSTM2B"	30017491	"+"	0
"21.chr19.30715549"	"chr19"	30715550	30715753	3.37616592653505e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q12"	FALSE	"ZNF536"	30863328	"+"	-147574
"265.chr19.30716328"	"chr19"	30716329	30719970	1.31745599853161e-07	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q12"	FALSE	"ZNF536"	30863328	"+"	-143357
"50.chr19.35395938"	"chr19"	35395939	35396476	3.16778322047639e-07	TRUE	5.35926234318766e-07	11	0.333333333333333	29.8061226110011	5.84542350457438	221.164066985874	"q13.11"	FALSE	"LINC00904"	35389847	"-"	-6091
"86.chr19.37095680"	"chr19"	37095681	37096589	4.15308048783565e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q13.12"	FALSE	"ZNF382"	37095719	"+"	0
"47.chr19.38182793"	"chr19"	38182794	38183327	7.21601595622745e-11	TRUE	2.25428898544344e-12	11	0	Inf	29.9202983037254	Inf	"q13.12"	FALSE	"ZNF781"	38183216	"-"	0
"37.chr19.44952416"	"chr19"	44952417	44952809	7.85909803160398e-09	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q13.31"	FALSE	"ZNF229"	44952766	"-"	0
"72.chr19.45888768"	"chr19"	45888769	45889465	4.54646965381304e-07	TRUE	0.0002511214164146	2	0.176470588235294	10.7919650738777	2.45436835123529	68.6821906430188	"q13.32"	FALSE	"ERCC2"	45873845	"-"	-14923
"27.chr19.46456209"	"chr19"	46456210	46456503	6.23081652831968e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q13.32"	FALSE	"NOVA2"	46476657	"-"	20153
