chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band?	CpGi	DM.island?	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max
chr2	176965601	176965700	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	NA	NA	HOXD12	176964530	+	1070	HOXD11, HOXD12	176969250, 176964530	+, +	0	3	5	7	14
chr2	176969201	176969300	2.07291887312971e-05	0.58	0.08	15.3365923875045	3.21941511521272	148.258696942975	q31.1	TRUE	NA	NA	HOXD11	176969250	+	0	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	2	10	32
chr2	176969301	176969400	5.51150164269151e-06	0.62	0.08	18.0320267577341	3.77678278814949	174.883795504235	q31.1	TRUE	CpG: 59.chr2.176969217	TRUE	HOXD11	176969250	+	50	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	4	11	32
chr2	176969401	176969500	5.51150164269151e-06	0.62	0.08	18.0320267577341	3.77678278814949	174.883795504235	q31.1	TRUE	CpG: 59.chr2.176969217	TRUE	HOXD11	176969250	+	150	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	4	11	32
chr2	176969501	176969600	1.40098421596468e-05	0.6	0.08	16.6117424513639	3.48564500371666	160.903579676254	q31.1	TRUE	CpG: 59.chr2.176969217	TRUE	HOXD11	176969250	+	250	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	4	11	24
chr2	176969601	176969700	2.95319244176022e-06	0.58	0.04	31.8286428014096	4.48517001565726	1398.06721870058	q31.1	TRUE	CpG: 59.chr2.176969217	TRUE	HOXD11	176969250	+	350	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	4	8	24
chr2	176969701	176969800	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q31.1	TRUE	CpG: 59.chr2.176969217	TRUE	HOXD11	176969250	+	450	HOXD11, HOXD12	176969250, 176964530	+, +	0	1	3	5	22
chr2	176973601	176973700	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q31.1	TRUE	CpG: 26.chr2.176973427	TRUE	HOXD11	176969250	+	4350	HOXD11	176969250	+	0	1	2	6	20
chr2	176973701	176973800	1.18460167991838e-06	0.6	0.04	34.5016826809153	4.85668736263062	1515.76518649609	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4450	HOXD11	176969250	+	0	1	3	10	22
chr2	176973801	176973900	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4550	HOXD11	176969250	+	0	2	4	9	26
chr2	176973901	176974000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4650	HOXD11	176969250	+	0	2	4	9	31
chr2	176974001	176974100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4750	HOXD11	176969250	+	0	2	4	9	31
chr2	176974101	176974200	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4850	HOXD11	176969250	+	0	2	4	9	31
chr2	176974201	176974300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	HOXD11	176969250	+	4950	HOXD11	176969250	+	0	1	4	8	31
chr2	176974301	176974400	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q31.1	TRUE	NA	NA	HOXD11	176969250	+	5050	HOXD11	176969250	+	0	1	4	8	31
chr2	176976601	176976700	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4791	HOXD10	176981492	+	0	1	2	5	12
chr2	176976701	176976800	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4691	HOXD10	176981492	+	0	1	3	5	12
chr2	176976801	176976900	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4591	HOXD10	176981492	+	0	1	3	5	12
chr2	176976901	176977000	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4491	HOXD10	176981492	+	0	1	4	5	13
chr2	176977101	176977200	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4291	HOXD10	176981492	+	0	1	3	4	18
chr2	176977201	176977300	3.37249873958826e-06	0.5	0	Inf	5.36109623441605	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-4191	HOXD10	176981492	+	0	1	3	6	17
chr2	176977301	176977400	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q31.1	TRUE	CpG: 19.chr2.176977284	TRUE	HOXD10	176981492	+	-4091	HOXD10	176981492	+	0	1	3	5	15
chr2	176977401	176977500	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q31.1	TRUE	CpG: 19.chr2.176977284	TRUE	HOXD10	176981492	+	-3991	HOXD10	176981492	+	0	1	3	5	17
chr2	176977501	176977600	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q31.1	TRUE	NA	NA	HOXD10	176981492	+	-3891	HOXD10	176981492	+	0	1	2	5	17
chr2	176980801	176980900	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-591	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	3	4	7
chr2	176980901	176981000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-491	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	5	7	15
chr2	176981001	176981100	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-391	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	9	20
chr2	176981101	176981200	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-291	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	10	21
chr2	176981201	176981300	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-191	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	10	21
chr2	176981301	176981400	6.52435432340607e-09	0.78	0.08	38.1544038566439	7.65192537378411	382.833206150046	q31.1	TRUE	CpG: 58.chr2.176980765	TRUE	HOXD10	176981492	+	-91	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	6	8	27
chr2	176981401	176981500	5.09971513408386e-08	0.74	0.08	30.9194839757371	6.30827485026034	304.205155083754	q31.1	TRUE	NA	NA	HOXD10	176981492	+	0	HOXD9, HOXD10	176987413, 176981492	+, +	0	3	5	9	27
chr2	176981501	176981600	5.02770317082281e-07	0.68	0.08	23.3140167745542	4.83692789772791	227.326234636191	q31.1	TRUE	NA	NA	HOXD10	176981492	+	8	HOXD9, HOXD10	176987413, 176981492	+, +	2	4	6	13	27
chr2	176981801	176981900	1.78712469867729e-06	0.82	0.24	13.7409354844388	3.96057764535308	55.4250132374921	q31.1	TRUE	NA	NA	HOXD10	176981492	+	308	HOXD9, HOXD10	176987413, 176981492	+, +	1	6	12	13	50
chr2	176981901	176982000	7.69877787304246e-06	0.82	0.28	11.2140690002413	3.33387512025694	42.7942869806741	q31.1	TRUE	NA	NA	HOXD10	176981492	+	408	HOXD9, HOXD10	176987413, 176981492	+, +	1	6	13	16	40
chr2	176982001	176982100	3.93731032948067e-06	0.84	0.28	12.8759754487303	3.7430727811681	50.5727791784212	q31.1	TRUE	NA	NA	HOXD10	176981492	+	508	HOXD9, HOXD10	176987413, 176981492	+, +	1	6	13	16	40
chr2	176982101	176982200	3.93731032948067e-06	0.84	0.28	12.8759754487303	3.7430727811681	50.5727791784212	q31.1	TRUE	NA	NA	HOXD10	176981492	+	608	HOXD9, HOXD10	176987413, 176981492	+, +	1	7	12	16	40
chr2	176982201	176982300	3.93731032948067e-06	0.84	0.28	12.8759754487303	3.7430727811681	50.5727791784212	q31.1	TRUE	CpG: 24.chr2.176982107	TRUE	HOXD10	176981492	+	708	HOXD9, HOXD10	176987413, 176981492	+, +	0	9	13	16	40
chr2	176982301	176982400	1.37787311838289e-08	0.84	0.16	25.7688670829198	6.52555109591794	132.495383311765	q31.1	TRUE	CpG: 24.chr2.176982107	TRUE	HOXD10	176981492	+	808	HOXD9, HOXD10	176987413, 176981492	+, +	0	6	11	13	28
chr2	176982401	176982500	5.09971513408386e-08	0.74	0.08	30.9194839757371	6.30827485026034	304.205155083754	q31.1	TRUE	NA	NA	HOXD10	176981492	+	908	HOXD9, HOXD10	176987413, 176981492	+, +	0	4	9	11	25
chr2	176986301	176986400	5.51150164269151e-06	0.62	0.08	18.0320267577341	3.77678278814949	174.883795504235	q31.1	TRUE	NA	NA	HOXD9	176987413	+	-1012	HOXD9, HOXD10	176987413, 176981492	+, +	0	3	5	9	54
chr2	176986401	176986500	5.02770317082281e-07	0.68	0.08	23.3140167745542	4.83692789772791	227.326234636191	q31.1	TRUE	NA	NA	HOXD9	176987413	+	-912	HOXD9, HOXD10	176987413, 176981492	+, +	0	4	6	9	59
chr2	176986501	176986600	1.33659856743224e-06	0.66	0.08	21.3541162734393	4.4471797896861	207.785415657971	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-812	HOXD9, HOXD10	176987413, 176981492	+, +	0	4	6	10	59
chr2	176986601	176986700	1.33659856743224e-06	0.66	0.08	21.3541162734393	4.4471797896861	207.785415657971	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-712	HOXD9, HOXD10	176987413, 176981492	+, +	0	4	6	10	59
chr2	176986701	176986800	4.15878649169358e-06	0.64	0.08	19.6041841959399	4.09548191999493	190.419823358238	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-612	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	5	9	58
chr2	176986801	176986900	5.51150164269151e-06	0.62	0.08	18.0320267577341	3.77678278814949	174.883795504235	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-512	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	5	10	51
chr2	176986901	176987000	1.03720063146621e-05	0.54	0.04	27.1548788159106	3.83074108928244	1192.9052090041	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-412	HOXD9, HOXD10	176987413, 176981492	+, +	0	2	5	10	50
chr2	176987001	176987100	8.32566219344364e-06	0.56	0.04	29.3895276745645	4.14461948106342	1290.89682733225	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-312	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	3	8	16
chr2	176987101	176987200	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-212	HOXD9, HOXD10	176987413, 176981492	+, +	0	0	2	6	14
chr2	176987201	176987300	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-112	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	3	7	19
chr2	176987301	176987400	8.1706606386889e-07	0.62	0.04	37.4440610039254	5.26196598456985	1645.61659177298	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	-12	HOXD9, HOXD10	176987413, 176981492	+, +	0	1	3	7	20
chr2	176987401	176987500	1.04528056944565e-07	0.66	0.04	44.3183310391255	6.19806725629232	1950.14271495308	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	0	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	3	9	24
chr2	176987501	176987600	1.04528056944565e-07	0.66	0.04	44.3183310391255	6.19806725629232	1950.14271495308	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	87	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	4	9	24
chr2	176987601	176987700	1.84369231792933e-08	0.7	0.04	52.9295947844145	7.34845229446276	2333.76594494202	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	187	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	4	9	22
chr2	176987701	176987800	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	287	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	4	7	22
chr2	176987801	176987900	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	387	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	4	9	24
chr2	176987901	176988000	6.38904672628041e-09	0.66	0	Inf	10.1563818270619	Inf	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	487	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	3	9	23
chr2	176988001	176988100	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	587	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	1	3	7	22
chr2	176988101	176988200	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	CpG: 172.chr2.176986424	TRUE	HOXD9	176987413	+	687	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	1	3	6	18
chr2	176988201	176988300	1.45813688560373e-07	0.58	0	Inf	7.3483646533785	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	787	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	1	3	5	15
chr2	176988301	176988400	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	887	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	1	4	6	27
chr2	176988401	176988500	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	987	HOXD8, HOXD9, HOXD10	176994422, 176987413, 176981492	+, +, +	0	2	5	7	37
chr2	176988501	176988600	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1087	HOXD8, HOXD9	176994422, 176987413	+, +	0	3	5	10	32
chr2	176988601	176988700	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1187	HOXD8, HOXD9	176994422, 176987413	+, +	0	2	6	9	27
chr2	176988701	176988800	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1287	HOXD8, HOXD9	176994422, 176987413	+, +	0	3	6	10	27
chr2	176988801	176988900	3.76868150713644e-07	0.56	0	Inf	6.78990287815956	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1387	HOXD8, HOXD9	176994422, 176987413	+, +	0	3	6	10	27
chr2	176988901	176989000	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1487	HOXD8, HOXD9	176994422, 176987413	+, +	0	3	6	10	28
chr2	176989001	176989100	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q31.1	TRUE	NA	NA	HOXD9	176987413	+	1587	HOXD8, HOXD9	176994422, 176987413	+, +	0	2	5	11	28
chr2	176993101	176993200	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	-1221	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	2	6	25
chr2	176993201	176993300	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	-1121	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	5	26
chr2	176993301	176993400	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	-1021	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	6	25
chr2	176993401	176993500	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	-921	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	2	6	30
chr2	176993501	176993600	2.06330384847420e-09	0.68	0	Inf	11.0515348517354	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-821	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	4	8	32
chr2	176993601	176993700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-721	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	7	32
chr2	176993701	176993800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-621	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	9	33
chr2	176993801	176993900	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-521	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	9	33
chr2	176993901	176994000	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-421	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	7	35
chr2	176994001	176994100	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-321	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	3	6	40
chr2	176994101	176994200	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-221	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	4	7	20
chr2	176994201	176994300	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	CpG: 186.chr2.176993479	TRUE	HOXD8	176994422	+	-121	HOXD8, HOXD9	176994422, 176987413	+, +	0	1	5	8	19
chr2	176996901	176997000	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2478	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	3	7	20
chr2	176997001	176997100	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2578	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	2	4	7	20
chr2	176997101	176997200	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2678	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	5	7	26
chr2	176997201	176997300	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2778	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	4	6	26
chr2	176997301	176997400	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2878	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	4	6	26
chr2	176997401	176997500	1.02430286580253e-07	0.6	0	Inf	7.95451912844582	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	2978	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	4	6	26
chr2	176997501	176997600	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q31.1	TRUE	NA	NA	HOXD8	176994422	+	3078	HOXD-AS2, HOXD8	177001826, 176994422	-, +	0	1	2	4	26
chr2	177003501	177003600	9.21720305307553e-06	0.48	0	Inf	4.95137396475962	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1674	HOXD-AS2	177001826	-	0	1	3	5	20
chr2	177003601	177003700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1774	HOXD-AS2	177001826	-	0	1	4	8	22
chr2	177003701	177003800	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1874	HOXD-AS2	177001826	-	0	3	7	10	25
chr2	177003801	177003900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-1974	HOXD-AS2	177001826	-	0	3	7	10	26
chr2	177003901	177004000	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2074	HOXD-AS2	177001826	-	0	3	7	9	18
chr2	177004001	177004100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2174	HOXD-AS2	177001826	-	0	3	6	9	17
chr2	177004101	177004200	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2274	HOXD-AS2	177001826	-	0	2	6	8	19
chr2	177004201	177004300	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2374	HOXD-AS2	177001826	-	0	2	6	10	19
chr2	177004301	177004400	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2474	HOXD-AS2	177001826	-	0	2	6	9	25
chr2	177004401	177004500	1.13676781312999e-06	0.54	0	Inf	6.27568911136221	Inf	q31.1	TRUE	NA	NA	HOXD-AS2	177001826	-	-2574	HOXD-AS2	177001826	-	0	1	3	8	20
chr2	177004501	177004600	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q31.1	TRUE	CpG: 25.chr2.177004452	TRUE	HOXD-AS2	177001826	-	-2674	HOXD-AS2	177001826	-	0	1	2	6	15
chr2	177011901	177012000	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-3030	HOXD4, MIR10B	177016113, 177015031	+, +	0	0	3	6	23
chr2	177012001	177012100	1.1820150429933e-10	0.88	0.12	48.871483710807	10.6179430083334	332.247127412258	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2930	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	5	9	26
chr2	177012101	177012200	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2830	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	7	10	34
chr2	177012201	177012300	8.64232869526029e-13	0.94	0.12	98.6264964921892	17.8844286158743	880.422545747013	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2730	HOXD4, MIR10B	177016113, 177015031	+, +	0	1	7	11	34
chr2	177012301	177012400	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2630	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	8	10	36
chr2	177012401	177012500	5.29606475441253e-12	0.92	0.12	74.388179539969	14.6567858280843	579.773902959832	q31.1	TRUE	CpG: 25.chr2.177012371	TRUE	MIR10B	177015031	+	-2530	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	8	12	36
chr2	177012501	177012600	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q31.1	TRUE	CpG: 25.chr2.177012371	TRUE	MIR10B	177015031	+	-2430	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	6	9	31
chr2	177012601	177012700	1.34624438768348e-08	0.76	0.08	34.2514834804241	6.93285584276371	340.845143288203	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2330	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	5	10	30
chr2	177012701	177012800	9.51565919949972e-09	0.72	0.04	58.106937447902	8.0264300068734	2565.48449367881	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2230	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	4	7	27
chr2	177012801	177012900	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-2130	HOXD4, MIR10B	177016113, 177015031	+, +	0	0	2	5	27
chr2	177014401	177014500	2.39424021943811e-05	0.44	0	Inf	4.21432383740927	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-530	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	2	6	52
chr2	177014501	177014600	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-430	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	3	6	56
chr2	177014601	177014700	1.06145604312098e-05	0.46	0	Inf	4.57038841152789	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-330	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	4	7	56
chr2	177014701	177014800	1.38541752840361e-06	0.52	0	Inf	5.80115612597983	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-230	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	5	9	46
chr2	177014801	177014900	1.20585717201875e-08	0.64	0	Inf	9.35072893871128	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-130	HOXD4, MIR10B	177016113, 177015031	+, +	0	2	6	9	18
chr2	177014901	177015000	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	-30	HOXD4, MIR10B	177016113, 177015031	+, +	0	3	6	10	26
chr2	177015001	177015100	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	CpG: 18.chr2.177014948	TRUE	MIR10B	177015031	+	0	HOXD4, MIR10B	177016113, 177015031	+, +	0	3	6	10	24
chr2	177015101	177015200	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	CpG: 18.chr2.177014948	TRUE	MIR10B	177015031	+	69	HOXD4, MIR10B	177016113, 177015031	+, +	0	3	6	10	28
chr2	177015201	177015300	3.20109753226057e-08	0.62	0	Inf	8.62299717643819	Inf	q31.1	TRUE	NA	NA	MIR10B	177015031	+	169	HOXD4, MIR10B	177016113, 177015031	+, +	0	3	6	9	27
